iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
COL,South America,Colombia,2021-04-09,2504206,12125,10879.714,65283,269,215.143,48274.755,233.739,209.733,1258.491,5.186,4.147,1.32,,,,,,,,,13136261,64970,254.991,1.261,48611,0.944,0.253,4,tests performed,2946222,2201956,744266,,133394,87154,5.68,4.24,1.43,,1680,32866,0.063,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-04-10,2518715,14509,11645.429,65608,325,239.429,48554.452,279.697,224.494,1264.756,6.265,4.616,1.33,,,,,,,,,13207822,71561,256.38,1.389,53655,1.042,0.249,4,tests performed,3041349,2232564,808785,,95127,94329,5.86,4.3,1.56,,1818,34673,0.067,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-04-11,2536198,17483,12854.143,65889,281,256.429,48891.48,337.028,247.795,1270.173,5.417,4.943,1.34,,,,,,,,,13275768,67946,257.699,1.319,58704,1.14,0.251,4,tests performed,,,,,,99912,,,,,1926,34259,0.066,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,82281.3,25.84,54.12,1586.17526288878
COL,South America,Colombia,2021-04-12,2552937,16739,13789.714,66156,267,266.143,49214.166,322.686,265.831,1275.32,5.147,5.131,1.33,,,,,,,,,13328921,53153,258.731,1.032,60269,1.17,0.251,4,tests performed,3173583,2258826,914757,,,99130,6.12,4.35,1.76,,1911,28956,0.056,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-04-13,2569314,16377,14439.714,66482,326,279.714,49529.873,315.707,278.361,1281.605,6.284,5.392,1.3,,,,,,,,,13400801,71880,260.126,1.395,64220,1.247,0.25,4,tests performed,3350226,2340554,1009672,,176643,109233,6.46,4.51,1.95,,2106,34000,0.066,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-04-14,2585801,16487,15169.143,66819,337,293.143,49847.7,317.828,292.423,1288.101,6.497,5.651,1.27,,,,,,,,,13488211,87410,261.823,1.697,69157,1.342,0.246,4.1,tests performed,3455084,2407129,1047955,,104858,109082,6.66,4.64,2.02,,2103,36879,0.071,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-04-15,2602719,16918,15805.429,67199,380,312.143,50173.837,326.136,304.689,1295.427,7.325,6.017,1.24,,,,,,,,,13577238,89027,263.551,1.728,72278,1.403,0.24,4.2,tests performed,,,,,,101395,,,,,1955,39848,0.077,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-04-16,2619422,16703,16459.429,67564,365,325.857,50495.828,321.992,317.296,1302.463,7.036,6.282,1.21,,,,,,,,,13654476,77238,265.05,1.499,74031,1.437,0.239,4.2,tests performed,3590096,2496243,1093853,,,91982,6.92,4.81,2.11,,1773,42041,0.081,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-04-17,2636076,16654,16765.857,67931,367,331.857,50816.875,321.047,323.203,1309.538,7.075,6.397,1.19,,,,,,,,,13735876,81400,266.63,1.58,75436,1.464,0.238,4.2,tests performed,3707216,2571554,1135662,,117120,95124,7.15,4.96,2.19,,1834,48427,0.093,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-04-18,2652947,16871,16678.429,68328,397,348.429,51142.105,325.23,321.518,1317.191,7.653,6.717,1.17,,,,,,,,,13805840,69964,267.988,1.358,75725,1.47,0.238,4.2,tests performed,3769499,2614088,1155411,,62283,94576,7.27,5.04,2.23,,1823,52628,0.101,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,86095,26.65,81.15,1659.69374886407
COL,South America,Colombia,2021-04-19,2667136,14189,16314.143,68748,420,370.286,51415.633,273.528,314.495,1325.287,8.097,7.138,1.16,,,,,,,,,13868449,62609,269.204,1.215,77075,1.496,0.235,4.3,tests performed,3867076,2678773,1188303,,97577,99070,7.45,5.16,2.29,,1910,59992,0.116,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-04-20,2684101,16965,16398.143,69177,429,385,51742.676,327.042,316.115,1333.558,8.27,7.422,1.14,,,,,,,,,13939379,70930,270.581,1.377,76940,1.494,0.237,4.2,tests performed,3979575,2747711,1231864,,112499,89907,7.67,5.3,2.37,,1733,58165,0.112,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-04-21,2701313,17212,16501.714,69596,419,396.714,52074.479,331.804,318.111,1341.635,8.077,7.648,1.13,,,,,,,,,14013383,74004,272.017,1.437,75025,1.456,0.239,4.2,tests performed,4131008,2850117,1280891,,151433,96561,7.96,5.49,2.47,,1861,63284,0.122,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-04-22,2720619,19306,16842.857,70026,430,403.857,52446.65,372.171,324.688,1349.924,8.289,7.785,1.12,,,,,,,,,14095309,81926,273.607,1.59,74010,1.437,0.242,4.1,tests performed,4224659,2904408,1320251,,93651,100296,8.14,5.6,2.55,,1933,64675,0.125,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-04-23,2740544,19925,17303.143,70446,420,411.714,52830.754,384.104,333.561,1358.021,8.097,7.937,1.1,,,,,,,,,14194065,98756,275.524,1.917,77084,1.496,0.242,4.1,tests performed,4318314,2961023,1357291,,93655,104031,8.32,5.71,2.62,,2005,66397,0.128,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-04-24,2757274,16730,17314,70886,440,422.143,53153.266,322.512,333.77,1366.503,8.482,8.138,1.08,,,,,,,,,14277419,83354,277.142,1.618,77363,1.502,0.241,4.1,tests performed,4400615,3008636,1391979,,82301,99057,8.48,5.8,2.68,,1910,62440,0.12,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-04-25,2774464,17190,17359.571,71351,465,431.857,53484.646,331.38,334.649,1375.467,8.964,8.325,1.07,,,,,,,,,14358523,81104,278.717,1.574,78955,1.533,0.239,4.2,tests performed,4451266,3039713,1411553,,50651,97395,8.58,5.86,2.72,,1878,60804,0.117,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,90260.3,27.53,88.61,1739.99019316564
COL,South America,Colombia,2021-04-26,2787303,12839,17166.714,71799,448,435.857,53732.149,247.503,330.931,1384.103,8.636,8.402,1.06,,,,,,,,,14427112,68589,280.048,1.331,79809,1.549,0.239,4.2,tests performed,,,,,,95892,,,,,1849,59370,0.114,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-04-27,2804881,17578,17254.286,72235,436,436.857,54071.008,338.859,332.619,1392.508,8.405,8.422,1.05,,,,,,,,,14501519,74407,281.492,1.444,80306,1.559,0.239,4.2,tests performed,4625373,3149010,1476363,,,92257,8.92,6.07,2.85,,1778,57328,0.111,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-04-28,2824626,19745,17616.143,72725,490,447,54451.642,380.634,339.595,1401.954,9.446,8.617,1.04,,,,,,,,,14585756,84237,283.128,1.635,81768,1.587,0.237,4.2,tests performed,4714640,3209415,1505225,,89267,83376,9.09,6.19,2.9,,1607,51328,0.099,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-04-29,2841934,17308,17330.714,73230,505,457.714,54785.296,333.654,334.092,1411.689,9.735,8.824,1.03,,,,,,,,,14675095,89339,284.862,1.734,82827,1.608,0.236,4.2,tests performed,4824078,3277767,1546311,,109438,85631,9.3,6.32,2.98,,1651,53337,0.103,79.63,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-04-30,2859724,17790,17025.714,73720,490,467.714,55128.243,342.946,328.213,1421.135,9.446,9.016,1.01,,,,,,,,,14762119,87024,286.551,1.689,81151,1.575,0.236,4.2,tests performed,4986471,3359439,1627032,,162393,95451,9.61,6.48,3.14,,1840,56917,0.11,75.93,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-01,2877746,18022,17210.286,73992,272,443.714,55475.661,347.419,331.771,1426.379,5.243,8.554,1,,,,,,,,,14847584,85465,288.21,1.659,81452,1.581,0.237,4.2,tests performed,5112694,3412223,1700471,,126223,101726,9.86,6.58,3.28,,1961,57655,0.111,75.93,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-02,2893655,15909,17027.286,74477,485,446.571,55782.346,306.685,328.243,1435.728,9.35,8.609,0.99,,,,,,,,,14903762,56178,289.3,1.09,77891,1.512,0.239,4.2,tests performed,5220330,3454250,1766080,,107636,109866,10.06,6.66,3.4,,2118,59220,0.114,75.93,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,94399.4,28.39,87.96,1819.78156776258
COL,South America,Colombia,2021-05-03,2905254,11599,16850.143,75164,687,480.714,56005.946,223.599,324.828,1448.972,13.244,9.267,0.98,,,,,,,,,14959048,55286,290.374,1.073,75991,1.475,0.24,4.2,tests performed,,,,,,122468,,,,,2361,63046,0.122,69.44,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-04,2919805,14551,16417.714,75627,463,484.571,56286.452,280.506,316.492,1457.897,8.925,9.341,0.98,,,,,,,,,15019338,60290,291.544,1.17,73974,1.436,0.241,4.1,tests performed,,,,,,135070,,,,,2604,66872,0.129,69.44,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-05,2934611,14806,15712.143,76015,388,470,56571.874,285.422,302.89,1465.377,7.48,9.06,0.98,,,,,,,,,15085807,66469,292.834,1.29,71436,1.387,0.243,4.1,tests performed,,,,,,147356,,,,,2841,69876,0.135,69.44,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-06,2951101,16490,15595.286,76414,399,454.857,56889.76,317.885,300.638,1473.069,7.692,8.768,0.99,,,,,,,,,15160357,74550,294.281,1.447,69323,1.346,0.247,4,tests performed,,,,,,156760,,,,,3022,71745,0.138,69.44,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-07,2968626,17525,15557.429,76867,453,449.571,57227.598,337.838,299.908,1481.801,8.733,8.667,1,,,,,,,,,15242405,82048,295.874,1.593,68612,1.332,0.248,4,tests performed,6096661,3861416,2235245,,,158599,11.75,7.44,4.31,,3057,71711,0.138,69.44,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-08,2985536,16910,15398.571,77359,492,481,57553.58,325.982,296.845,1491.286,9.485,9.272,1,,,,,,,,,15323787,81382,297.454,1.58,68029,1.321,0.251,4,tests performed,,,,,,158764,,,,,3061,72571,0.14,69.44,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-09,3002758,17222,15586.143,77854,495,482.429,57885.576,331.997,300.461,1500.828,9.542,9.3,1.01,,,,,,,,,15394653,70866,298.829,1.376,70127,1.361,0.251,4,tests performed,,,,,,161585,,,,,3115,74968,0.145,69.44,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,98592.5,29.23,87.91,1900.61392572021
COL,South America,Colombia,2021-05-10,3015301,12543,15721,78342,488,454,58127.373,241.797,303.061,1510.236,9.407,8.752,1.01,,,,,,,,,15436288,41635,299.637,0.808,68177,1.323,0.254,3.9,tests performed,6478808,4037833,2440975,,,154745,12.49,7.78,4.71,,2983,71736,0.138,69.44,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-11,3031726,16425,15988.714,78771,429,449.143,58444.006,316.632,308.222,1518.506,8.27,8.658,1.01,,,,,,,,,15523183,86895,301.324,1.687,71978,1.397,0.258,3.9,tests performed,6673552,4140197,2533355,,194744,157527,12.86,7.98,4.88,,3037,74726,0.144,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-12,3048719,16993,16301.143,79261,490,463.714,58771.588,327.582,314.245,1527.952,9.446,8.939,1.02,,,,,,,,,15597295,74112,302.763,1.439,73070,1.418,0.26,3.8,tests performed,6851163,4238607,2612556,,177611,157862,13.21,8.17,5.04,,3043,77151,0.149,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-13,3067879,19160,16682.571,79760,499,478,59140.944,369.356,321.598,1537.571,9.619,9.215,1.02,,,,,,,,,15670000,72705,304.174,1.411,72806,1.413,0.26,3.8,tests performed,7044644,4351490,2693154,,193481,160464,13.58,8.39,5.19,,3093,81644,0.157,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-14,3084460,16581,16547.714,80250,490,483.286,59460.584,319.64,318.998,1547.017,9.446,9.317,1.02,,,,,,,,,15741437,71437,305.561,1.387,71290,1.384,0.261,3.8,tests performed,,,,,,158982,,,,,3065,84336,0.163,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-15,3103333,18873,16828.143,80780,530,488.714,59824.408,363.824,324.404,1557.234,10.217,9.421,1.01,,,,,,,,,15821336,79899,307.112,1.551,71078,1.38,0.262,3.8,tests performed,7374433,4552042,2822391,,,164341,14.22,8.78,5.44,,3168,90260,0.174,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-16,3118426,15093,16524,81300,520,492.286,60115.363,290.955,318.541,1567.258,10.024,9.49,1.01,,,,,,,,,15882789,61453,308.305,1.193,69734,1.354,0.263,3.8,tests performed,7459332,4601785,2857547,,84899,158272,14.38,8.87,5.51,,3051,88965,0.172,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,102843.4,30.06,88.41,1982.56052142317
COL,South America,Colombia,2021-05-17,3131410,12984,16587,81809,509,495.286,60365.661,250.299,319.755,1577.071,9.812,9.548,1.01,,,,,,,,,15915357,32568,308.937,0.632,68438,1.328,0.261,3.8,tests performed,7537763,4652005,2885758,,78431,151279,14.53,8.97,5.56,,2916,87739,0.169,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-18,3144547,13137,16117.286,82291,482,502.857,60618.909,253.248,310.7,1586.362,9.292,9.694,1.01,,,,,,,,,15956619,41262,309.738,0.801,61919,1.202,0.264,3.8,tests performed,7718287,4759397,2958890,,180524,149248,14.88,9.17,5.7,,2877,88457,0.171,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-19,3161126,16579,16058.143,82743,452,497.429,60938.511,319.601,309.56,1595.076,8.713,9.589,1.03,,,,,,,,,16032370,75751,311.208,1.47,62154,1.206,0.264,3.8,tests performed,7862802,4861546,3001256,,144515,144520,15.16,9.37,5.79,,2786,88991,0.172,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-20,3177212,16086,15619,83233,490,496.143,61248.608,310.097,301.095,1604.522,9.446,9.564,1.04,,,,,,,,,16103661,71291,312.592,1.384,61952,1.203,0.266,3.8,tests performed,8008919,4959877,3049042,,146117,137754,15.44,9.56,5.88,,2656,86912,0.168,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-21,3192050,14838,15370,83719,486,495.571,61534.647,286.039,296.295,1613.89,9.369,9.553,1.07,,,,,,,,,16174084,70423,313.959,1.367,61807,1.2,0.271,3.7,tests performed,,,,,,130380,,,,,2513,84458,0.163,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-22,3210787,18737,15350.571,84228,509,492.571,61895.849,361.202,295.92,1623.703,9.812,9.496,1.1,,,,,,,,,16268389,94305,315.789,1.831,63865,1.24,0.278,3.6,tests performed,8235482,5126062,3109420,,,123007,15.88,9.88,5.99,,2371,82003,0.158,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-23,3232456,21669,16290,84724,496,489.143,62313.572,417.723,314.03,1633.264,9.562,9.429,1.13,,,,,,,,,16335336,66947,317.089,1.3,64650,1.255,0.284,3.5,tests performed,8304265,5176752,3127513,,68783,120705,16.01,9.98,6.03,,2327,82138,0.158,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,107025.5,30.84,84.39,2063.18082721473
COL,South America,Colombia,2021-05-24,3249433,16977,16860.429,85207,483,485.429,62640.846,327.274,325.026,1642.575,9.311,9.358,1.15,,,,,,,,,16376107,40771,317.88,0.791,65821,1.278,0.288,3.5,tests performed,8425588,5278110,3147478,,121323,126832,16.24,10.17,6.07,,2445,89444,0.172,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-25,3270614,21181,18009.571,85666,459,482.143,63049.162,408.316,347.179,1651.424,8.848,9.294,1.17,,,,,,,,,16465726,89619,319.62,1.74,72730,1.412,0.287,3.5,tests performed,8613236,5439630,3173606,,187648,127850,16.6,10.49,6.12,,2465,97176,0.187,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-26,3294101,23487,18996.429,86180,514,491,63501.932,452.77,366.203,1661.332,9.909,9.465,1.17,,,,,,,,,16563365,97639,321.515,1.895,75856,1.472,0.292,3.4,tests performed,8842360,5646512,3195848,,229124,139937,17.05,10.89,6.16,,2698,112138,0.216,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-27,3319193,25092,20283,86693,513,494.286,63985.642,483.71,391.005,1671.222,9.889,9.529,1.17,,,,,,,,,16667423,104058,323.535,2.02,80537,1.563,0.295,3.4,tests performed,,,,,,158059,,,,,3047,133934,0.258,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-28,3342567,23374,21502.429,87207,514,498.286,64436.234,450.592,414.512,1681.13,9.909,9.606,1.16,,,,,,,,,16748388,80965,325.107,1.572,82043,1.593,0.297,3.4,tests performed,,,,,,180871,,,,,3487,157908,0.304,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-29,3363061,20494,21753.429,87747,540,502.714,64831.306,395.072,419.351,1691.54,10.41,9.691,1.16,,,,,,,,,16834602,86214,326.78,1.674,80888,1.57,0.299,3.3,tests performed,9661266,6399229,3262037,,,203683,18.62,12.34,6.29,,3926,181881,0.351,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-05-30,3383279,20218,21546.143,88282,535,508.286,65221.058,389.752,415.355,1701.854,10.313,9.798,1.16,,,,,,,,,16913509,78907,328.312,1.532,82596,1.603,0.3,3.3,tests performed,9825772,6551917,3273855,,164506,217358,18.94,12.63,6.31,,4190,196452,0.379,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,111493,31.68,90.9,2149.30292284224
COL,South America,Colombia,2021-05-31,3406456,23177,22431.857,88774,492,509.571,65667.852,446.794,432.429,1711.338,9.485,9.823,1.17,,,,,,,,,16964487,50978,329.302,0.99,84054,1.632,0.301,3.3,tests performed,10092122,6798875,3293247,,266350,238076,19.46,13.11,6.35,,4590,217252,0.419,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-01,3432422,25966,23115.429,89297,523,518.714,66168.411,500.559,445.607,1721.42,10.082,9.999,1.17,,,,,,,,,17055086,90599,331.06,1.759,84194,1.634,0.302,3.3,tests performed,10382967,7068568,3314399,,290845,252819,20.02,13.63,6.39,,4874,232705,0.449,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-02,3459422,27000,23617.286,89808,511,518.286,66688.903,520.492,455.282,1731.271,9.851,9.991,1.17,,,,,,,,,17163100,108014,333.157,2.097,85676,1.663,0.31,3.2,tests performed,10697683,7359045,3338638,,314716,265046,20.62,14.19,6.44,,5109,244648,0.472,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-03,3488046,28624,24121.857,90353,545,522.857,67240.701,551.798,465.008,1741.777,10.506,10.079,1.16,,,,,,,,,17259970,96870,335.037,1.88,84650,1.643,0.313,3.2,tests performed,10979983,7610719,3369264,,282300,266379,21.17,14.67,6.5,,5135,244757,0.472,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-04,3518046,30000,25068.429,90890,537,526.143,67819.025,578.324,483.256,1752.129,10.352,10.143,1.14,,,,,,,,,17357402,97432,336.929,1.891,87002,1.689,0.316,3.2,tests performed,11244592,7841655,3402937,,264609,265185,21.68,15.12,6.56,,5112,241905,0.466,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-05,3547017,28971,26279.429,91422,532,525,68377.513,558.488,506.601,1762.385,10.256,10.121,1.12,,,,,,,,,17455750,98348,338.838,1.909,88735,1.722,0.319,3.1,tests performed,11485904,8053098,3432806,,241312,260663,22.14,15.52,6.62,,5025,236267,0.455,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-06,3571067,24050,26826.857,91961,539,525.571,68841.136,463.623,517.154,1772.775,10.391,10.132,1.1,,,,,,,,,17527352,71602,340.228,1.39,87692,1.702,0.321,3.1,tests performed,11615265,8164744,3450521,,129361,255642,22.39,15.74,6.65,,4928,230404,0.444,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,116440.9,32.63,100.5,2244.68591488596
COL,South America,Colombia,2021-06-07,3593016,21949,26651.429,92496,535,531.714,69264.257,423.121,513.772,1783.089,10.313,10.25,1.08,,,,,,,,,17579550,52198,341.241,1.013,87866,1.706,0.323,3.1,tests performed,11733523,8262316,3471207,,118258,234486,22.62,15.93,6.69,,4520,209063,0.403,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
