iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
COL,South America,Colombia,2021-06-08,3611602,18586,25597.143,92923,427,518,69622.548,358.291,493.448,1791.32,8.231,9.986,1.07,,,,,,,,,17643875,64325,342.489,1.249,84113,1.633,0.33,3,tests performed,11977805,8442704,3535101,,244282,227834,23.09,16.28,6.81,,4392,196305,0.378,62.96,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-09,3633481,21879,24865.571,93394,471,512.286,70044.32,421.772,479.345,1800.4,9.08,9.876,1.07,,,,,,,,,17753092,109217,344.609,2.12,84285,1.636,0.325,3.1,tests performed,12206104,8612065,3594039,,228299,215489,23.53,16.6,6.93,,4154,179003,0.345,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-10,3665137,31656,25298.714,94046,652,527.571,70654.567,610.248,487.695,1812.969,12.569,10.17,1.08,,,,,,,,,17865464,112372,346.791,2.181,86499,1.679,0.325,3.1,tests performed,,,,,,211249,,,,,4072,169030,0.326,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-11,3694707,29570,25237.286,94615,569,532.143,71224.602,570.035,486.511,1823.938,10.969,10.258,1.09,,,,,,,,,17982770,117306,349.068,2.277,89338,1.734,0.328,3,tests performed,12711342,8975790,3735552,,,209536,24.5,17.3,7.2,,4039,162019,0.312,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-12,3724705,29998,25384,95192,577,538.571,71802.888,578.286,489.339,1835.061,11.123,10.382,1.09,,,,,,,,,18067758,84988,350.717,1.65,87430,1.697,0.326,3.1,tests performed,12917941,9117737,3800204,,206599,204577,24.9,17.58,7.33,,3944,152091,0.293,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-13,3753224,28519,26022.429,95778,586,545.286,72352.662,549.774,501.647,1846.357,11.297,10.512,1.08,,,,,,,,,18159504,91746,352.498,1.781,90307,1.753,0.328,3,tests performed,13024786,9194373,3830413,,106845,201360,25.11,17.72,7.38,,3882,147090,0.284,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,121657,33.62,104.74,2345.23912428778
COL,South America,Colombia,2021-06-14,3777600,24376,26369.143,96366,588,552.857,72822.569,469.908,508.33,1857.693,11.335,10.658,1.07,,,,,,,,,18205176,45672,353.385,0.887,89375,1.735,0.327,3.1,tests performed,13167044,9291221,3875823,,142258,204789,25.38,17.91,7.47,,3948,146986,0.283,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-15,3802052,24452,27207.143,96965,599,577.429,73293.942,471.373,524.485,1869.24,11.547,11.131,1.07,,,,,,,,,18292823,87647,355.086,1.701,92707,1.8,0.329,3,tests performed,,,,,,212523,,,,,4097,142404,0.275,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-16,3829879,27827,28056.857,97560,595,595.143,73830.376,536.434,540.865,1880.71,11.47,11.473,1.06,,,,,,,,,18403650,110827,357.238,2.151,92937,1.804,0.335,3,tests performed,,,,,,222540,,,,,4290,139397,0.269,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-17,3859824,29945,27812.429,98156,596,587.143,74407.64,577.264,536.153,1892.199,11.489,11.319,1.06,,,,,,,,,18510364,106714,359.309,2.071,92129,1.788,0.338,3,tests performed,14062307,9736151,4326156,,,229083,27.11,18.77,8.34,,4416,134603,0.259,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-18,3888614,28790,27701,98746,590,590.143,74962.638,554.998,534.005,1903.573,11.374,11.376,1.05,,,,,,,,,18623558,113194,361.506,2.197,91541,1.777,0.339,2.9,tests performed,,,,,,240511,,,,,4636,132571,0.256,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-19,3917348,28734,27520.429,99335,589,591.857,75516.557,553.919,530.524,1914.927,11.354,11.41,1.05,,,,,,,,,18724777,101219,363.471,1.965,93860,1.822,0.34,2.9,tests performed,14727526,10071423,4656103,,,258512,28.39,19.42,8.98,,4983,136241,0.263,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-20,3945166,27818,27420.286,99934,599,593.714,76052.818,536.261,528.594,1926.475,11.547,11.445,1.05,,,,,,,,,18801159,76382,364.954,1.483,91665,1.779,0.341,2.9,tests performed,14953869,10172100,4781769,,226343,275583,28.83,19.61,9.22,,5313,139675,0.269,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,127268.3,34.69,113.46,2453.41078969229
COL,South America,Colombia,2021-06-21,3968405,23239,27257.857,100582,648,602.286,76500.807,447.989,525.463,1938.966,12.492,11.611,1.05,,,,,,,,,18880824,79665,366.5,1.546,96521,1.874,0.339,2.9,tests performed,15298930,10321140,4977790,,345061,304555,29.49,19.9,9.6,,5871,147131,0.284,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-22,3997021,28616,27852.714,101302,720,619.571,77052.451,551.644,536.93,1952.846,13.88,11.944,1.06,,,,,,,,,18991604,110780,368.65,2.15,99826,1.938,0.334,3,tests performed,15682435,10493152,5189283,,383505,316710,30.23,20.23,10,,6105,150517,0.29,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-23,4027016,29995,28162.429,101947,645,626.714,77630.679,578.228,542.9,1965.28,12.434,12.081,1.06,,,,,,,,,19119385,127781,371.131,2.48,102248,1.985,0.33,3,tests performed,16038817,10657628,5381189,,356382,324990,30.92,20.55,10.37,,6265,152827,0.295,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-24,4060013,32997,28598.429,102636,689,640,78266.777,636.099,551.305,1978.562,13.282,12.338,1.06,,,,,,,,,19238762,119377,373.448,2.317,104057,2.02,0.331,3,tests performed,16365857,10799201,5566656,,327040,329079,31.55,20.82,10.73,,6344,151864,0.293,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-25,4092746,32733,29161.714,103321,685,653.571,78897.787,631.009,562.164,1991.767,13.205,12.599,1.05,,,,,,,,,19360226,121464,375.806,2.358,105238,2.043,0.324,3.1,tests performed,16693732,10936234,5757498,,327875,328402,32.18,21.08,11.1,,6331,147492,0.284,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-26,4126340,33594,29856,104014,693,668.429,79545.394,647.607,575.548,2005.127,13.359,12.886,1.05,,,,,,,,,19470666,110440,377.95,2.144,106556,2.068,0.323,3.1,tests performed,17024426,11076086,5948340,,330694,328129,32.82,21.35,11.47,,6325,143523,0.277,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-27,4158716,32376,30507.143,104678,664,677.714,80169.521,624.127,588.101,2017.927,12.8,13.065,1.03,,,,,,,,,19569875,99209,379.875,1.926,109817,2.132,0.318,3.1,tests performed,17227818,11128130,6137238,,203392,324850,33.21,21.45,11.83,,6262,136576,0.263,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,132878.4,35.74,112.43,2561.55932213323
COL,South America,Colombia,2021-06-28,4187194,28478,31255.571,105326,648,677.714,80718.505,548.984,602.528,2030.419,12.492,13.065,1.01,,,,,,,,,19646098,76223,381.355,1.48,109325,2.122,0.319,3.1,tests performed,17570929,11187507,6383422,,343111,324571,33.87,21.57,12.31,,6257,123767,0.239,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-29,4213074,25880,30864.714,105934,608,661.714,81217.406,498.901,594.994,2042.139,11.721,12.756,0.99,,,,,,,,,19772875,126777,383.816,2.461,111610,2.166,0.314,3.2,tests performed,17941952,11375190,6654730,,371023,322788,34.59,21.93,12.83,,6223,126005,0.243,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-06-30,4240982,27908,30566.571,106544,610,656.714,81755.402,537.996,589.246,2053.899,11.759,12.66,0.97,,,,,,,,,19887032,114157,386.032,2.216,109664,2.129,0.314,3.2,tests performed,18281743,11518988,6896325,,339791,320418,35.24,22.21,13.29,,6177,123051,0.237,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-01,4269297,28315,29897.714,107137,593,643,82301.243,545.842,576.352,2065.33,11.432,12.395,0.96,,,,,,,,,20010139,123107,388.421,2.39,110197,2.139,0.304,3.3,tests performed,18578199,11644777,7101383,,296456,316049,35.81,22.45,13.69,,6093,120797,0.233,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-02,4297302,28005,29222.286,107723,586,628.857,82841.109,539.866,563.332,2076.627,11.297,12.123,0.95,,,,,,,,,20130214,120075,390.752,2.331,109998,2.135,0.302,3.3,tests performed,18857607,11760312,7292768,,279408,309125,36.35,22.67,14.06,,5959,117725,0.227,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-03,4324230,26928,28270,108314,591,614.286,83360.213,519.104,544.974,2088.02,11.393,11.842,0.93,,,,,,,,,20231810,101596,392.724,1.972,108735,2.111,0.297,3.4,tests performed,19115730,11902048,7436866,,258123,298758,36.85,22.94,14.34,,5759,117995,0.227,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-04,4350495,26265,27397,108896,582,602.571,83866.535,506.323,528.145,2099.239,11.219,11.616,0.92,,,,,,,,,20334215,102405,394.712,1.988,109191,2.12,0.294,3.4,tests performed,19264851,11982415,7522208,,149121,291005,37.14,23.1,14.5,,5610,122041,0.235,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,138252.5,36.69,106.78,2665.15837173855
COL,South America,Colombia,2021-07-05,4375861,25366,26952.429,109466,570,591.429,84355.528,488.992,519.575,2110.227,10.988,11.401,0.91,,,,,,,,,20384574,50359,395.69,0.978,105497,2.048,0.289,3.5,tests performed,19436143,12084403,7624099,,171292,266459,37.47,23.3,14.7,,5137,128128,0.247,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-06,4402582,26721,27072.571,110019,553,583.571,84870.641,515.113,521.891,2120.888,10.66,11.25,0.9,,,,,,,,,20452600,68026,397.01,1.32,97104,1.885,0.293,3.4,tests performed,,,,,,267921,,,,,5165,134386,0.259,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-07,4426811,24229,26547,110578,559,576.286,85337.715,467.074,511.759,2131.664,10.776,11.109,0.88,,,,,,,,,20562037,109437,399.134,2.124,96429,1.872,0.287,3.5,tests performed,20198661,12547379,8060751,,,273845,38.94,24.19,15.54,,5279,146913,0.283,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-08,4450086,23275,25827,111155,577,574,85786.398,448.683,497.879,2142.787,11.123,11.065,0.86,,,,,,,,,20660918,98881,401.054,1.919,92968,1.805,0.287,3.5,tests performed,,,,,,250853,,,,,4836,142893,0.275,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-09,4471622,21536,24902.857,111731,576,572.571,86201.557,415.16,480.064,2153.891,11.104,11.038,0.84,,,,,,,,,20777100,116182,403.309,2.255,92412,1.794,0.28,3.6,tests performed,,,,,,230296,,,,,4440,140337,0.271,59.26,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-10,4492537,20915,24043.857,112298,567,569.143,86604.746,403.188,463.505,2164.821,10.93,10.972,0.83,,,,,,,,,20864103,87003,404.998,1.689,90328,1.753,0.278,3.6,tests performed,20605186,12840321,8305787,,,212779,39.72,24.75,16.01,,4102,134039,0.258,53.7,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-11,4511960,19423,23066.429,112826,528,561.429,86979.172,374.426,444.662,2175,10.179,10.823,0.82,,,,,,,,,20954957,90854,406.762,1.764,88677,1.721,0.274,3.6,tests performed,21641395,13568786,8992264,,1036209,339506,41.72,26.16,17.33,,6545,226624,0.437,53.7,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,142957.4,37.44,94.17,2755.85693865917
COL,South America,Colombia,2021-07-12,4530610,18650,22107,113335,509,552.714,87338.697,359.525,426.167,2184.812,9.812,10.655,0.82,,,,,,,,,21009016,54059,407.811,1.049,89206,1.732,0.271,3.7,tests performed,21911121,13777447,9178479,,269726,353568,42.24,26.56,17.69,,6816,241863,0.466,53.7,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-13,4548142,17532,20794.286,113839,504,545.714,87676.669,337.973,400.861,2194.528,9.716,10.52,0.81,,,,,,,,,21104798,95782,409.67,1.859,93171,1.809,0.261,3.8,tests performed,,,,,,350063,,,,,6748,247849,0.478,53.7,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-14,4565372,17230,19794.429,114337,498,537,88008.82,332.151,381.586,2204.128,9.6,10.352,0.81,,,,,,,,,21197668,92870,411.473,1.803,90804,1.763,0.253,4,tests performed,22624568,14324220,9631722,,,346558,43.61,27.61,18.57,,6681,253834,0.489,53.7,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-15,4583442,18070,19050.857,114833,496,525.429,88357.164,348.344,367.252,2213.69,9.562,10.129,0.8,,,,,,,,,21293590,95922,413.335,1.862,90382,1.754,0.249,4,tests performed,22942717,14563313,9876044,,318149,372650,44.23,28.07,19.04,,7184,274041,0.528,53.7,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-16,4601335,17893,18530.429,115333,500,514.571,88702.096,344.932,357.22,2223.328,9.639,9.92,0.8,,,,,,,,,21387556,93966,415.159,1.824,87208,1.693,0.245,4.1,tests performed,,,,,,392117,,,,,7559,288672,0.556,53.7,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-17,4621260,19925,18389,115831,498,504.714,89086.199,384.104,354.493,2232.929,9.6,9.73,0.8,,,,,,,,,21480339,92783,416.96,1.801,88034,1.709,0.243,4.1,tests performed,23486275,14963437,10255069,,,411584,45.28,28.85,19.77,,7934,303302,0.585,53.7,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-18,4639466,18206,18215.143,116307,476,497.286,89437.165,350.966,351.142,2242.105,9.176,9.586,0.79,,,,,,,,,21559706,79367,418.5,1.541,86393,1.677,0.241,4.1,tests performed,23631963,15080813,10340378,,145688,284367,45.56,29.07,19.93,,5482,216004,0.416,53.7,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,146870.5,37.97,78.58,2831.29160511692
COL,South America,Colombia,2021-07-19,4655921,16455,17901.571,116753,446,488.286,89754.376,317.211,345.097,2250.702,8.598,9.413,0.77,,,,,,,,,21602823,43117,419.337,0.837,84830,1.647,0.236,4.2,tests performed,23832572,15223093,10475982,,200609,274493,45.94,29.35,20.2,,5292,206521,0.398,53.7,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-20,4668750,12829,17229.714,117131,378,470.286,90001.686,247.311,332.145,2257.989,7.287,9.066,0.75,,,,,,,,,21691524,88701,421.059,1.722,83818,1.627,0.231,4.3,tests performed,24000509,15345959,10556284,,167937,247524,46.27,29.58,20.35,,4772,185018,0.357,53.7,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-21,4679994,11244,16374.571,117482,351,449.286,90218.442,216.756,315.66,2264.756,6.766,8.661,0.74,,,,,,,,,21734323,42799,421.89,0.831,76665,1.488,0.229,4.4,tests performed,,,,,,234797,,,,,4526,169291,0.326,53.7,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-22,4692570,12576,15589.714,117836,354,429,90460.876,242.433,300.53,2271.58,6.824,8.27,0.73,,,,,,,,,21823553,89230,423.622,1.732,75709,1.47,0.221,4.5,tests performed,24535783,15672550,10889063,,,227581,47.3,30.21,20.99,,4387,158462,0.305,53.7,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-23,4705734,13164,14914.143,118188,352,407.857,90714.644,253.769,287.507,2278.366,6.786,7.862,0.72,,,,,,,,,21900388,76835,425.114,1.491,73262,1.422,0.214,4.7,tests performed,24826407,15877781,11042971,,290624,230273,47.86,30.61,21.29,,4439,159201,0.307,53.7,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-24,4716798,11064,13648.286,118538,350,386.714,90927.93,213.286,263.104,2285.113,6.747,7.455,0.71,,,,,,,,,21968554,68166,426.437,1.323,69745,1.354,0.205,4.9,tests performed,,,,,,229056,,,,,4416,156956,0.303,53.7,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-25,4727846,11048,12625.714,118868,330,365.857,91140.908,212.977,243.392,2291.474,6.362,7.053,0.71,,,,,,,,,22045857,77303,427.937,1.501,69450,1.348,0.196,5.1,tests performed,25352932,16246476,11317608,,,245853,48.87,31.32,21.82,,4739,166523,0.321,53.7,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,149749.8,38.23,59.02,2886.79722345834
COL,South America,Colombia,2021-07-26,4736349,8503,11489.714,119182,314,347,91304.824,163.916,221.493,2297.527,6.053,6.689,0.71,,,,,,,,,22084283,38426,428.683,0.746,68780,1.335,0.194,5.2,tests performed,25641086,16455361,11457631,,288154,258359,49.43,31.72,22.09,,4981,176038,0.339,46.3,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-27,4747775,11426,11289.286,119482,300,335.857,91525.088,220.264,217.629,2303.311,5.783,6.474,0.71,,,,,,,,,22164433,80150,430.239,1.556,67558,1.311,0.186,5.4,tests performed,,,,,,273342,,,,,5269,182721,0.352,46.3,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-28,4757139,9364,11020.714,119801,319,331.286,91705.603,180.514,212.451,2309.46,6.15,6.386,0.71,,,,,,,,,22229593,65160,431.504,1.265,70753,1.373,0.179,5.6,tests performed,26186714,16794653,11759641,,,274081,50.48,32.38,22.67,,5284,183628,0.354,46.3,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-29,4766829,9690,10608.429,120126,325,327.143,91892.401,186.799,204.504,2315.725,6.265,6.306,0.71,,,,,,,,,22319051,89458,433.24,1.736,70785,1.374,0.172,5.8,tests performed,26515327,17032633,11892153,,328613,282792,51.11,32.83,22.93,,5452,194298,0.375,46.3,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-30,4776291,9462,10079.571,120432,306,320.571,92074.805,182.403,194.309,2321.624,5.899,6.18,0.7,,,,,,,,,22394557,75506,434.706,1.466,70596,1.37,0.166,6,tests performed,,,,,,313349,,,,,6041,219922,0.424,46.3,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-07-31,4785320,9029,9788.857,120723,291,312.143,92248.861,174.056,188.704,2327.234,5.61,6.017,0.7,,,,,,,,,22479769,85212,436.36,1.654,73031,1.418,0.159,6.3,tests performed,27524377,17801838,12179103,,,347815,53.06,34.32,23.48,,6705,248530,0.479,46.3,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-08-01,4794414,9094,9509.714,120998,275,304.286,92424.17,175.309,183.323,2332.535,5.301,5.866,0.7,,,,,,,,,22555987,76218,437.84,1.479,72876,1.415,0.155,6.5,tests performed,27751197,17962012,12252821,,226820,342609,53.5,34.63,23.62,,6605,245077,0.472,46.3,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,152136.9,38.37,50.17,2932.81447124175
COL,South America,Colombia,2021-08-02,4801050,6636,9243,121216,218,290.571,92552.096,127.925,178.182,2336.738,4.202,5.601,0.69,,,,,,,,,22589809,33822,438.496,0.657,72218,1.402,0.151,6.6,tests performed,28152320,18256040,12377173,,401123,358748,54.27,35.19,23.86,,6916,257240,0.496,46.3,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-08-03,4807979,6929,8600.571,121216,0,247.714,92685.669,133.574,165.797,2336.738,0,4.775,0.68,,,,,,,,,22650682,60873,439.678,1.182,69464,1.348,0.145,6.9,tests performed,28608522,18567543,12542092,,456202,384946,55.15,35.79,24.18,,7421,277505,0.535,46.3,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-08-04,4815063,7084,8274.857,121695,479,270.571,92822.231,136.562,159.518,2345.972,9.234,5.216,0.67,,,,,,,,,22715694,65012,440.94,1.262,69443,1.348,0.14,7.1,tests performed,29013935,18830027,12700513,,405413,403889,55.93,36.3,24.48,,7786,290768,0.561,46.3,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-08-05,4821603,6540,7824.857,121899,204,253.286,92948.305,126.075,150.843,2349.904,3.933,4.883,0.67,,,,,,,,,22783450,67756,442.255,1.315,66343,1.288,0.135,7.4,tests performed,29416582,19092805,12854659,,402647,414465,56.71,36.81,24.78,,7990,294310,0.567,46.3,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-08-06,4828583,6980,7470.286,122087,188,236.429,93082.862,134.557,144.008,2353.528,3.624,4.558,0.66,,,,,,,,,22861990,78540,443.779,1.525,66776,1.296,0.129,7.8,tests performed,,,,,,401535,,,,,7741,278073,0.536,46.3,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COL,South America,Colombia,2021-08-07,4834634,6051,7044.857,122277,190,222,93199.51,116.648,135.807,2357.191,3.663,4.28,0.65,,,,,,,,,22916857,54867,444.844,1.065,62441,1.212,0.123,8.1,tests performed,30244618,19634688,13182770,,,388606,58.3,37.85,25.41,,7491,261836,0.505,46.3,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
